term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,sensitivity,effect
worry_safety_stigma,0.10309066307580234,0.03597641542525719,2.8655068009757216,0.004275342602046727,0.03246866021600185,0.1737126659356028,780.4300265842536,Anxiety,Multilevel (lme4),fixed
livelihood_disruption,0.016902486825900034,0.012330326041495991,1.370806154599406,0.17078871590580003,-0.007298156139547155,0.041103129791347226,870.5091828167168,Anxiety,Multilevel (lme4),fixed
(Intercept),0.15915710877861639,0.3340023699544193,0.4765149085628832,0.634929219089889,-0.5049207597687035,0.8232349773259362,85.07387388603559,Stress,Multilevel (lme4),fixed
countryNepal,-0.2821830212572549,0.23895436750243781,-1.1809075691172546,0.2632868205897163,-0.8100914674982372,0.2457254249837274,10.672876750706118,Stress,Multilevel (lme4),fixed
countryVietnam,-0.027464901187572898,0.2560882887301264,-0.10724778287895954,0.916637658883771,-0.5952668333788885,0.5403370310037426,10.377118170492315,Stress,Multilevel (lme4),fixed
age,-0.009227990554416159,0.0027135479842888954,-3.400710290676662,7.02690101159034e-4,-0.014553849696224357,-0.0039021314126079605,870.7593507816582,Stress,Multilevel (lme4),fixed
female,0.17040328906723942,0.0640938578458991,2.6586524012478723,0.007989354303123622,0.04460678069933188,0.29619979743514696,870.7539077388526,Stress,Multilevel (lme4),fixed
ethnicity_minority,0.04171542990886493,0.07320582682378532,0.5698375623743541,0.5689379319554329,-0.1019692507915618,0.18540011060929165,852.9153121166561,Stress,Multilevel (lme4),fixed
education,5.408607178893472e-4,0.024032337931355164,0.02250553897145739,0.9820498815713665,-0.046627624140811355,0.047709345576590054,865.4141958246689,Stress,Multilevel (lme4),fixed
employmentPart-time/casual,-0.0607653137336003,0.07326481231006965,-0.8293928806700649,0.4071094601598094,-0.20456160587457256,0.08303097840737195,870.6499033241465,Stress,Multilevel (lme4),fixed
employmentStudent,0.16585109363994535,0.15089448204674372,1.0991196721730911,0.2720209057161994,-0.13030999634032994,0.4620121836202207,867.2146933954729,Stress,Multilevel (lme4),fixed
employmentNot working,-0.09064056895028184,0.08124502844655335,-1.1156444976803634,0.2648825884707688,-0.2500998774020677,0.06881873950150398,869.4491892506562,Stress,Multilevel (lme4),fixed
comorbidity,0.25989899803733835,0.045753186615706855,5.680456756385056,1.833429019685925e-8,0.17009904110575103,0.34969895496892567,867.0145846071009,Stress,Multilevel (lme4),fixed
gen_health,-0.10258077917618233,0.04115541607065163,-2.4925219805840766,0.0128699157066882,-0.18335685976546445,-0.02180469858690022,865.5906744227875,Stress,Multilevel (lme4),fixed
perceived_risk,0.021053661316896885,0.005185536824460035,4.0600736297131945,5.3483856141755115e-5,0.010876022265389711,0.03123130036840406,869.1036466510922,Stress,Multilevel (lme4),fixed
risk_self,0.15112990511283583,0.049700139776682986,3.0408346091561502,0.0024299139636204943,0.053583788496706114,0.24867602172896555,870.4655761390316,Stress,Multilevel (lme4),fixed
health_trust,-0.03117589449501322,0.018478446405718694,-1.6871491147310378,0.09193372033185417,-0.06744351960555864,0.00509173061553219,868.6141505708237,Stress,Multilevel (lme4),fixed
worry_health_fear,-0.0015776524350464033,0.016469921256617875,-0.09578991972487286,0.9237094579308565,-0.0339030250582356,0.030747720188142796,870.9802613969736,Stress,Multilevel (lme4),fixed
worry_economic,0.04896114622018563,0.012481619458755422,3.922659746355357,9.449501732305133e-5,0.02446344659179293,0.07345884584857833,867.605461466409,Stress,Multilevel (lme4),fixed
worry_basic_needs,0.05264293936739123,0.025666543959698696,2.0510334172785614,0.040563696271688175,0.0022671277004767953,0.10301875103430566,867.1841617574295,Stress,Multilevel (lme4),fixed
worry_social,0.045647436181034215,0.014874590556120417,3.0688196766701425,0.0022156307416486016,0.016453202899353092,0.07484166946271534,870.926954370046,Stress,Multilevel (lme4),fixed
worry_safety_stigma,0.03028427659861704,0.03470720892368667,0.8725644480720226,0.3831410180674527,-0.03783526863029038,0.09840382182752447,870.9329611471188,Stress,Multilevel (lme4),fixed
livelihood_disruption,0.008388906570421583,0.011745112113977324,0.7142466150185426,0.47526739832737463,-0.014663347651192819,0.03144116079203599,864.945283290841,Stress,Multilevel (lme4),fixed
(Intercept),0.2412072343164343,0.44302580023014504,0.5444541473456644,0.6021171313334697,-0.7946851021505726,1.2770995707834412,7.4122849777531385,Depression,Excluding overlapping items,NA
countryNepal,-0.2956460014420527,0.14062254014646566,-2.102408341750349,0.07877805819383783,-0.6371720821440763,0.045880079259970896,6.191615265106981,Depression,Excluding overlapping items,NA
countryVietnam,0.03533051340088263,0.161451178751099,0.21883094118098617,0.8345302855220519,-0.36657228637738554,0.43723331317915076,5.605097583876284,Depression,Excluding overlapping items,NA
age,-0.010689370127315169,0.002894458030146967,-3.6930472012311104,0.00452843603480783,-0.017184291415640138,-0.004194448838990202,9.506531963500473,Depression,Excluding overlapping items,NA
female,0.07379426102609746,0.07607472820111535,0.9700233279967938,0.3573780212713762,-0.09829680391510912,0.24588532596730403,9.000660949707356,Depression,Excluding overlapping items,NA
ethnicity_minority,0.11813404572062167,0.07397135455717134,1.5970242322562533,0.1567151096985341,-0.05881530060632176,0.29508339204756506,6.623673111039191,Depression,Excluding overlapping items,NA
education,0.017687000655489046,0.041240420462918544,0.42887537170947054,0.6773890075531088,-0.07459880513073203,0.10997280644171012,9.692702968747422,Depression,Excluding overlapping items,NA
employmentPart-time/casual,-0.04847845988091067,0.07576861967225905,-0.6398223973276361,0.5384234077505423,-0.22019988722844952,0.12324296746662816,8.890982069505913,Depression,Excluding overlapping items,NA
employmentStudent,0.45106594873088174,0.2027023995299732,2.225262008623551,0.06004510161876905,-0.024773301685355686,0.9269051991471191,7.261400930052218,Depression,Excluding overlapping items,NA
employmentNot working,0.012070241544648789,0.09024727113026462,0.13374633264230643,0.8969574624988489,-0.19661243525757643,0.220752918346874,7.8759156882276615,Depression,Excluding overlapping items,NA
comorbidity,0.2598820267989116,0.06431303398560494,4.040892035307811,0.0027690291987410294,0.11497637891577017,0.404787674682053,9.242819249868399,Depression,Excluding overlapping items,NA
gen_health,-0.12249206913689559,0.05240057565333154,-2.3376092268006934,0.045398695235356105,-0.2418398480052189,-0.0031442902685722834,8.61635702585582,Depression,Excluding overlapping items,NA
perceived_risk,0.02232177904442616,0.004947542184015961,4.511690494836243,0.0028014543439496796,0.010608359375538109,0.034035198713314216,6.957969078343103,Depression,Excluding overlapping items,NA
risk_self,-0.0031399626621371047,0.05834119104979943,-0.05382068150540269,0.9582155726334298,-0.1344546391119552,0.12817471378768103,9.307785985597448,Depression,Excluding overlapping items,NA
health_trust,-0.012669191865825559,0.029711710873030234,-0.42640398326323153,0.6803686155146129,-0.08044746555232568,0.05510908182067456,8.53238922930006,Depression,Excluding overlapping items,NA
worry_health_fear,-0.038547081045357916,0.04086122307268212,-0.9433658159666951,0.3726328233271722,-0.13248314796383884,0.05538898587312301,8.144439594935438,Depression,Excluding overlapping items,NA
worry_economic,0.04357913595620548,0.027420662891648344,1.589280905731809,0.1529957512998881,-0.020342957305463247,0.10750122921787421,7.532331060601629,Depression,Excluding overlapping items,NA
worry_basic_needs,0.09905120864609762,0.03163668934473156,3.130896775158067,0.012874822095279449,0.026914729640999557,0.17118768765119569,8.556610442073788,Depression,Excluding overlapping items,NA
worry_social_excl,0.007188794762193358,0.030716658922684183,0.23403569966017526,0.8199464873277627,-0.06179054415920012,0.07616813368358684,9.455165678224036,Depression,Excluding overlapping items,NA
worry_stigma_excl,0.22454950197628643,0.10292711456273645,2.1816360337141125,0.058294745981039633,-0.009832651342432885,0.45893165529500574,8.626724560611589,Depression,Excluding overlapping items,NA
livelihood_disruption,0.02300031953298749,0.014533644946731443,1.582556861495379,0.15507514491326382,-0.010969144430551001,0.05696978349652598,7.427733027064902,Depression,Excluding overlapping items,NA
(Intercept),0.2917013712710549,0.3579414668850374,0.8149415428437708,0.44050119812084154,-0.5452449696809848,1.1286477122230947,7.4122849777531385,Anxiety,Excluding overlapping items,NA
countryNepal,-0.2607898196026835,0.15014042336359099,-1.7369727203388514,0.13153273615621797,-0.6254317204878634,0.10385208128249646,6.191615265106981,Anxiety,Excluding overlapping items,NA
countryVietnam,-0.3458961914142375,0.10987635603707989,-3.1480493519234307,0.021771815001550846,-0.6194130245667215,-0.07237935826175346,5.605097583876284,Anxiety,Excluding overlapping items,NA
age,-0.010220418840157177,0.002176330876398438,-4.696169571913037,9.70880343772912e-4,-0.015103922968507393,-0.0053369147118069605,9.506531963500473,Anxiety,Excluding overlapping items,NA
female,0.04643662193016469,0.06844797749301633,0.6784221189720699,0.514566324831097,-0.10840172739268204,0.20127497125301141,9.000660949707356,Anxiety,Excluding overlapping items,NA
ethnicity_minority,0.08710594417592646,0.07505511871999988,1.1605596748288856,0.2859348756372872,-0.09243591057989617,0.26664779893174906,6.623673111039191,Anxiety,Excluding overlapping items,NA
education,0.017761947537189057,0.027402649302566078,0.6481835876914925,0.5319199282561313,-0.04355836741542851,0.07908226248980663,9.692702968747422,Anxiety,Excluding overlapping items,NA
employmentPart-time/casual,-0.04672057592714747,0.07424825907166374,-0.6292480997036334,0.5450132883982275,-0.21499626949272627,0.12155511763843131,8.890982069505913,Anxiety,Excluding overlapping items,NA
employmentStudent,0.31605237201659175,0.19448874518422352,1.625041961771211,0.14663803603743686,-0.1405055125346023,0.7726102565677858,7.261400930052218,Anxiety,Excluding overlapping items,NA
employmentNot working,-0.013746300097025519,0.10518027829456683,-0.13069275267106414,0.8992948277377857,-0.25695921663642046,0.2294666164423694,7.8759156882276615,Anxiety,Excluding overlapping items,NA
comorbidity,0.255507457163991,0.03919267627381423,6.5192653693491955,9.658228769342542e-5,0.16720124929635333,0.34381366503162863,9.242819249868399,Anxiety,Excluding overlapping items,NA
gen_health,-0.1665405251612605,0.04553303353299177,-3.657575879291912,0.005657879750147028,-0.27024676024636973,-0.06283429007615128,8.61635702585582,Anxiety,Excluding overlapping items,NA
perceived_risk,0.02290980829056205,0.006473620215814491,3.5389484595644616,0.009577429645553338,0.007583363857240946,0.03823625272388315,6.957969078343103,Anxiety,Excluding overlapping items,NA
risk_self,0.10733789716448015,0.05407096337135244,1.9851301044388139,0.07735668290251435,-0.014365327138540343,0.22904112146750066,9.307785985597448,Anxiety,Excluding overlapping items,NA
health_trust,0.013693451850639346,0.029746554352722755,0.4603374121341203,0.6567797701312852,-0.054164306686560956,0.08155121038783965,8.53238922930006,Anxiety,Excluding overlapping items,NA
worry_health_fear,0.046885140726388615,0.03944619494853132,1.1885846223587218,0.2681031697379923,-0.043797911070021046,0.13756819252279828,8.144439594935438,Anxiety,Excluding overlapping items,NA
worry_economic,0.031186329952853593,0.020570893755430638,1.516041564534381,0.1702929616272315,-0.016767820328138068,0.07914048023384526,7.532331060601629,Anxiety,Excluding overlapping items,NA
worry_basic_needs,0.05222162378906571,0.033166097307039406,1.574548349949568,0.15155544943430752,-0.023402138735526865,0.12784538631365827,8.556610442073788,Anxiety,Excluding overlapping items,NA
worry_social_excl,0.0028655265504258028,0.0291412060860201,0.09833246235475754,0.9237215267626361,-0.06257587240658348,0.0683069255074351,9.455165678224036,Anxiety,Excluding overlapping items,NA
worry_stigma_excl,0.12093892490354925,0.1131631997023687,1.0687124897637355,0.31418985870307853,-0.1367524962089195,0.37863034601601797,8.626724560611589,Anxiety,Excluding overlapping items,NA
livelihood_disruption,0.018296790271666617,0.01712686568372477,1.068309322297868,0.3188664379952889,-0.02173380417205514,0.05832738471538837,7.427733027064902,Anxiety,Excluding overlapping items,NA
(Intercept),0.08302548659097657,0.4840279056197555,0.17153037175546662,0.8683963189963416,-1.048738843629093,1.214789816811046,7.4122849777531385,Stress,Excluding overlapping items,NA
countryNepal,-0.25271240692574887,0.17676179570283637,-1.429677753164474,0.20126882208611538,-0.6820088998020994,0.17658408595060165,6.191615265106981,Stress,Excluding overlapping items,NA
countryVietnam,-0.13350939909724083,0.18275777908095114,-0.7305264912313466,0.4944554503616412,-0.5884510332312839,0.3214322350368023,5.605097583876284,Stress,Excluding overlapping items,NA
age,-0.00908463854580396,0.0036442843745260623,-2.4928456761789928,0.0329628334361047,-0.017262107321752162,-9.071697698557583e-4,9.506531963500473,Stress,Excluding overlapping items,NA
female,0.14086325660056737,0.09165860334971065,1.5368252564696323,0.15871070435909412,-0.06648058851676672,0.3482071017179015,9.000660949707356,Stress,Excluding overlapping items,NA
ethnicity_minority,-0.07092275876879328,0.07381628999140698,-0.9608009123331648,0.3704027690141187,-0.24750116997206978,0.10565565243448322,6.623673111039191,Stress,Excluding overlapping items,NA
education,0.04999899438993909,0.05049588006218963,0.9901598769713771,0.3461693341946587,-0.06299822843453834,0.1629962172144165,9.692702968747422,Stress,Excluding overlapping items,NA
employmentPart-time/casual,-0.09826192560422838,0.07428221658106271,-1.3228189750772594,0.21890665550932628,-0.2666145802126291,0.07009072900417236,8.890982069505913,Stress,Excluding overlapping items,NA
employmentStudent,0.2015899671788806,0.13484058519052194,1.4950244163806146,0.17704065605433816,-0.11494522496252862,0.5181251593202898,7.261400930052218,Stress,Excluding overlapping items,NA
employmentNot working,-0.11475389993914628,0.0808078986691509,-1.4200827125697126,0.19393409285015012,-0.30160950664996533,0.0721017067716728,7.8759156882276615,Stress,Excluding overlapping items,NA
comorbidity,0.28851075672314547,0.07540052329881458,3.8263760528526904,0.0038559926668723823,0.11862355031661576,0.4583979631296752,9.242819249868399,Stress,Excluding overlapping items,NA
gen_health,-0.09891008471344946,0.046787177145908514,-2.114042580619742,0.06500079547368676,-0.20547276274250165,0.00765259331560271,8.61635702585582,Stress,Excluding overlapping items,NA
perceived_risk,0.02095373841181422,0.005443704542651315,3.849168934067252,0.006372298748337357,0.008065642971716516,0.033841833851911925,6.957969078343103,Stress,Excluding overlapping items,NA
risk_self,0.1310104219996341,0.0658498449084593,1.9895327343861984,0.07680418298328792,-0.017204774207861928,0.27922561820713016,9.307785985597448,Stress,Excluding overlapping items,NA
health_trust,-0.03659421494981321,0.03273799236748409,-1.1177904417302993,0.29413961812743156,-0.11127603371522266,0.038087603815596234,8.53238922930006,Stress,Excluding overlapping items,NA
worry_health_fear,0.019121889128979507,0.03829509377916043,0.4993299987526164,0.6307544392791058,-0.06891489052125312,0.10715866877921214,8.144439594935438,Stress,Excluding overlapping items,NA
worry_economic,0.047637859886455795,0.02873137907710942,1.6580429278596431,0.13823795475662135,-0.019339729246253316,0.1146154490191649,7.532331060601629,Stress,Excluding overlapping items,NA
worry_basic_needs,0.06434773230319357,0.0321446455609184,2.0018180689298943,0.07796991419132825,-0.008946964381548433,0.13764242898793558,8.556610442073788,Stress,Excluding overlapping items,NA
worry_social_excl,0.025128167636987758,0.03118561448706282,0.805761504151603,0.44017389829862796,-0.04490428858130216,0.09516062385527768,9.455165678224036,Stress,Excluding overlapping items,NA
worry_stigma_excl,0.06406332663319543,0.06973264611380293,0.9186992062318238,0.3832208618639248,-0.09472950285784464,0.22285615612423548,8.626724560611589,Stress,Excluding overlapping items,NA
livelihood_disruption,0.006316096303454617,0.012124933779666893,0.5209180040262569,0.6175902212563658,-0.022023491088303884,0.034655683695213116,7.427733027064902,Stress,Excluding overlapping items,NA
(Intercept),0.2634954402853854,0.43791370703753474,0.6017063089162462,0.565305859128151,-0.7603640844537792,1.2873549650245502,7.415321843660236,Depression,Complete case,NA
countryNepal,-0.2974543331932287,0.13867210650580478,-2.1450192161087376,0.07435240713914408,-0.6344930554657772,0.039584389079319715,6.172051074257015,Depression,Complete case,NA
countryVietnam,0.05444822096682154,0.16823330079353954,0.3236471061911926,0.7579292843675502,-0.3642583611079371,0.4731548030415802,5.609130448326896,Depression,Complete case,NA
age,-0.010817495633235443,0.0031223218996255494,-3.4645677098612904,0.0065320661205312954,-0.01782198366915394,-0.003813007597316946,9.523035742597276,Depression,Complete case,NA
female,0.051558823178604954,0.07540033253496392,0.683801005183851,0.5113454496437948,-0.11904673737120137,0.2221643837284113,8.986813638616606,Depression,Complete case,NA
ethnicity_minority,0.10790739967858064,0.07821111747591881,1.3796938742347633,0.21229592772456946,-0.07903640533303889,0.29485120469020015,6.647967580506483,Depression,Complete case,NA
education,0.01764763739834114,0.04264907430044276,0.41378711467502893,0.6880505108661865,-0.07781137483633507,0.11310664963301736,9.67753909472037,Depression,Complete case,NA
employmentPart-time/casual,-0.04169889165947555,0.07196917559329338,-0.5793993236093337,0.5766959792242972,-0.20479605819219177,0.12139827487324067,8.89565137456896,Depression,Complete case,NA
employmentStudent,0.4770009520277652,0.20695925706351398,2.3048060705077704,0.053259177066857566,-0.008725321512740303,0.9627272255682707,7.269551362720143,Depression,Complete case,NA
employmentNot working,0.018047662509185953,0.08573987660148238,0.21049321767829465,0.8386169937112427,-0.18014990115622728,0.2162452261745992,7.889950936713701,Depression,Complete case,NA
comorbidity,0.2611448524784849,0.06590866473233618,3.9622233819942907,0.003110305807934266,0.11269402237596274,0.4095956825810071,9.263898434617198,Depression,Complete case,NA
gen_health,-0.12564545260485363,0.05458682278725693,-2.3017542730877723,0.04801495521044169,-0.2499174897415535,-0.0013734154681537547,8.64030911314353,Depression,Complete case,NA
perceived_risk,0.02253545904508597,0.004653110390248035,4.8430957263158145,0.001892349779437828,0.011523596759538065,0.03354732133063387,6.971873995802965,Depression,Complete case,NA
risk_self,-0.012038176513894034,0.0562071517770796,-0.21417517403546885,0.8350317582538238,-0.13856042688147943,0.11448407385369137,9.302336511358522,Depression,Complete case,NA
health_trust,-0.015362081875100572,0.030364506794326823,-0.505922325007787,0.62581516613142,-0.08471305529604532,0.05398889154584417,8.469342343235228,Depression,Complete case,NA
worry_health_fear,-0.05094766388553744,0.038382937424976636,-1.3273518730847487,0.22009844889926677,-0.139059113005035,0.037163785233960134,8.21398718443959,Depression,Complete case,NA
worry_economic,0.035031483452420804,0.02917343423570395,1.2008008097156924,0.2658175106282032,-0.03282940862605648,0.10289237553089808,7.6209934960994445,Depression,Complete case,NA
worry_basic_needs,0.07524360722859637,0.027574877532055425,2.7287014109537453,0.023342792834287057,0.01283317736599194,0.1376540370912008,8.970087473602986,Depression,Complete case,NA
worry_social,0.04040259188497609,0.027164090117801624,1.4873530351932822,0.1690379302459189,-0.02047364401844748,0.10127882778839965,9.591907272310108,Depression,Complete case,NA
worry_safety_stigma,0.16801672781636803,0.045908710656528434,3.659800622008435,0.007760570308699056,0.05994924553228825,0.2760842101004478,7.159844023908113,Depression,Complete case,NA
livelihood_disruption,0.020548650943521644,0.015130162460556146,1.358124937329082,0.2143298486174437,-0.014831851122256219,0.05592915300929951,7.40915800323931,Depression,Complete case,NA
(Intercept),0.3065877126799197,0.3552874730331079,0.8629285746062595,0.4152118349763517,-0.5240884169765504,1.1372638423363899,7.415321843660236,Anxiety,Complete case,NA
countryNepal,-0.25909472017275853,0.14610336196480955,-1.7733659012936613,0.12515490960674397,-0.6141949034549803,0.09600546310946328,6.172051074257015,Anxiety,Complete case,NA
countryVietnam,-0.33239096221820136,0.09932740878112291,-3.346417331299314,0.01714315723899977,-0.5796014707258216,-0.08518045371058111,5.609130448326896,Anxiety,Complete case,NA
age,-0.010331345228826375,0.002294324142924979,-4.503001574858202,0.0012862513547023998,-0.015478337283541897,-0.005184353174110854,9.523035742597276,Anxiety,Complete case,NA
female,0.029164863424715824,0.06858101643921298,0.42526146357959277,0.6806478583779333,-0.12601088128784046,0.18434060813727213,8.986813638616606,Anxiety,Complete case,NA
ethnicity_minority,0.08040866710578076,0.07143199899010814,1.1256673233646408,0.2992964527354257,-0.09033137755485976,0.2511487117664213,6.647967580506483,Anxiety,Complete case,NA
education,0.017291053559026076,0.028799641250326413,0.6003912829584327,0.5620406764466392,-0.04716955552951993,0.08175166264757208,9.67753909472037,Anxiety,Complete case,NA
employmentPart-time/casual,-0.04101960219293827,0.07282920570564717,-0.5632301189542922,0.5871917260656492,-0.20606577638485557,0.12402657199897904,8.89565137456896,Anxiety,Complete case,NA
employmentStudent,0.33592382403459375,0.20102756639220798,1.671033630179858,0.13704737002029063,-0.1358809750744287,0.8077286231436163,7.269551362720143,Anxiety,Complete case,NA
employmentNot working,-0.007827626507757488,0.10516175674653255,-0.07443415505718608,0.942517465029546,-0.250921094845887,0.235265841830372,7.889950936713701,Anxiety,Complete case,NA
comorbidity,0.25674193377270427,0.03851127851689419,6.666668665909814,8.033050551715815e-5,0.17000020888175113,0.3434836586636574,9.263898434617198,Anxiety,Complete case,NA
gen_health,-0.16989848269906563,0.04644230954541775,-3.6582694608009376,0.0056253214114885715,-0.2756287692745575,-0.06416819612357376,8.64030911314353,Anxiety,Complete case,NA
perceived_risk,0.022922006285602058,0.006197658843491405,3.698494361249661,0.00772540436683785,0.008254878288731667,0.037589134282472444,6.971873995802965,Anxiety,Complete case,NA
risk_self,0.10103091183452853,0.05364832969383178,1.8832070338649252,0.09126664152412588,-0.019731432221725034,0.22179325589078208,9.302336511358522,Anxiety,Complete case,NA
health_trust,0.012413653444715296,0.029104579825293606,0.42651890249681923,0.6803650300261193,-0.054059711512716414,0.07888701840214701,8.469342343235228,Anxiety,Complete case,NA
worry_health_fear,0.036864116840377194,0.03749503831101985,0.9831732010670535,0.3535918735282543,-0.049209080835869924,0.12293731451662432,8.21398718443959,Anxiety,Complete case,NA
worry_economic,0.024328565942686547,0.023152803382530538,1.0507827298807002,0.32553295715263203,-0.029527619755644097,0.0781847516410172,7.6209934960994445,Anxiety,Complete case,NA
worry_basic_needs,0.03538302339481678,0.030953578862219094,1.143099592855291,0.28258741856750363,-0.03467444686344267,0.10544049365307623,8.970087473602986,Anxiety,Complete case,NA
worry_social,0.029410091577277118,0.02041986635710748,1.4402685631211507,0.18162210711936058,-0.01635196399244058,0.07517214714699481,9.591907272310108,Anxiety,Complete case,NA
worry_safety_stigma,0.10080884436887479,0.0661031884475421,1.5250224192872976,0.1701350723652465,-0.05479572487990432,0.2564134136176539,7.159844023908113,Anxiety,Complete case,NA
livelihood_disruption,0.016567119020552044,0.01758819298828905,0.9419454876110991,0.37591247164757335,-0.02456126277823712,0.05769550081934121,7.40915800323931,Anxiety,Complete case,NA
(Intercept),0.08311065178624853,0.4763122884535279,0.17448773378509494,0.8661511957828268,-1.0305262713020094,1.1967475748745064,7.415321843660236,Stress,Complete case,NA
countryNepal,-0.2525016958038423,0.17731438758583148,-1.4240338826516001,0.20297186742872375,-0.6834594142543546,0.17845602264667,6.172051074257015,Stress,Complete case,NA
countryVietnam,-0.12705528444595718,0.18809454534519704,-0.6754862785243523,0.5262154557027987,-0.5951934224775302,0.34108285358561585,5.609130448326896,Stress,Complete case,NA
age,-0.009125378775825676,0.0036784227260983847,-2.4807857756753116,0.03359671054415255,-0.017377400445691558,-8.733571059597947e-4,9.523035742597276,Stress,Complete case,NA
female,0.1259372134412029,0.0874602648129443,1.439936338067935,0.18379628264291994,-0.07195591252515468,0.32383033940756045,8.986813638616606,Stress,Complete case,NA
ethnicity_minority,-0.07936458747222531,0.0784610737823572,-1.0115154387559666,0.3471596956213922,-0.2669058495272969,0.10817667458284626,6.647967580506483,Stress,Complete case,NA
education,0.04881569927164007,0.05170933859972657,0.9440402951102183,0.3681203371222824,-0.06692239040565615,0.16455378894893627,9.67753909472037,Stress,Complete case,NA
employmentPart-time/casual,-0.09181372983095422,0.07220056055482842,-1.271648434934681,0.23573679457542449,-0.25543526295941843,0.07180780329751,8.89565137456896,Stress,Complete case,NA
employmentStudent,0.2086978139448657,0.13592588251138732,1.5353795030713289,0.1669917399019159,-0.1103155673686308,0.5277111952583622,7.269551362720143,Stress,Complete case,NA
employmentNot working,-0.1107533611806207,0.08087637797180718,-1.3694154456228045,0.2085761055193843,-0.29770838966287694,0.07620166730163556,7.889950936713701,Stress,Complete case,NA
comorbidity,0.2877023491635688,0.07569332030592699,3.8008948213762124,0.003995731812879368,0.11721283495075882,0.45819186337637874,9.263898434617198,Stress,Complete case,NA
gen_health,-0.10134467627510067,0.047644482742310215,-2.127102036624747,0.06356951189163941,-0.20981182322349268,0.007122470673291345,8.64030911314353,Stress,Complete case,NA
perceived_risk,0.02079435759491649,0.00503457681933743,4.130308929848271,0.0044408539929658005,0.008879732333339505,0.03270898285649348,6.971873995802965,Stress,Complete case,NA
risk_self,0.12750266577673885,0.06645654417191299,1.918587061146436,0.0861977852474243,-0.02209095806726491,0.2770962896207426,9.302336511358522,Stress,Complete case,NA
health_trust,-0.03596582221555576,0.03181065725143092,-1.1306217891470298,0.28921358070437914,-0.10861972897879511,0.03668808454768359,8.469342343235228,Stress,Complete case,NA
worry_health_fear,0.013926704937798184,0.0383949044871679,0.36272273948363853,0.7259685784205,-0.07421221563808378,0.10206562551368015,8.21398718443959,Stress,Complete case,NA
worry_economic,0.04120008916064157,0.028701673174026474,1.435459490839911,0.19089841184828088,-0.025563430348166057,0.10796360866944921,7.6209934960994445,Stress,Complete case,NA
worry_basic_needs,0.059533995771845746,0.03176007819933718,1.8744914731692377,0.09373514350476236,-0.012348830564783697,0.1314168221084752,8.970087473602986,Stress,Complete case,NA
worry_social,0.04846352283994439,0.026955654499246258,1.797898205042639,0.10368179567998688,-0.011945597256145836,0.1088726429360346,9.591907272310108,Stress,Complete case,NA
worry_safety_stigma,0.03719013258345085,0.04107871549299674,0.905338254546717,0.3947296301032909,-0.05950771179743667,0.13388797696433838,7.159844023908113,Stress,Complete case,NA
livelihood_disruption,0.003940405076685343,0.012019534173920559,0.32783342679245053,0.7521080336984456,-0.024166177042225533,0.03204698719559622,7.40915800323931,Stress,Complete case,NA
